"","chr","start","end","strand","PAnum","tot_tag","coord","refPAnum","ftr","gene_id","biotype","ftr_start","ftr_end","upstream_id","upstream_start","upstream_end","downstream_id","downstream_start","downstream_end","Amp311_R1","Amp311_R2","Amp311_R3","average"
"1187","1",1687352,1687475,"+",34,256,1687425,91,"intergenic","AT1G05630","protein_coding","1687363","1706736","AT1G05630",1682376,1687363,"AT1G05690",1706736,1709360,21.3270038131428,27.4665886751186,25.831383063912,24.8749918507245
"1196","1",1709275,1709335,"+",13,58,1709328,23,"three_prime_UTR","AT1G05690","protein_coding","1709133","1709360",NA,NA,NA,NA,NA,NA,4.39085372623529,6.27323321592214,6.0273227149128,5.56380321902341
"1202","1",1717179,1717219,"+",16,47,1717214,14,"three_prime_UTR","AT1G05710","protein_coding","1717024","1717290",NA,NA,NA,NA,NA,NA,6.89991299836974,4.23867109183929,4.7357535617172,5.29144588397541
"1219","1",1728378,1728434,"+",15,49,1728383,16,"three_prime_UTR","AT1G05780","protein_coding","1728181","1728520",NA,NA,NA,NA,NA,NA,3.76358890820168,4.06912424816572,8.1799379702388,5.3375503755354
"1223","1",1732580,1732629,"+",13,85,1732603,33,"three_prime_UTR","AT1G05785","protein_coding","1732407","1732624",NA,NA,NA,NA,NA,NA,7.52717781640335,10.1728106204143,5.5967996638476,7.76559603355508
"1230","1",1747604,1747738,"+",33,119,1747689,25,"three_prime_UTR","AT1G05805","protein_coding","1747428","1747734",NA,NA,NA,NA,NA,NA,16.3088852688739,11.5291853698029,10.76307627663,12.8670489717689
"1232","1",1749455,1749544,"+",30,79,1749510,15,"three_prime_UTR","AT1G05810","protein_coding","1749351","1749526",NA,NA,NA,NA,NA,NA,7.52717781640335,6.78187374694286,11.6241223787604,8.64439131403554
"1241","1",1761814,1761826,"+",7,65,1761818,47,"three_prime_UTR","AT1G05830","protein_coding","1761555","1761909",NA,NA,NA,NA,NA,NA,5.64538336230251,6.10368637224857,8.610461021304,6.7865102519517
"1255","1",1771229,1771357,"+",31,119,1771313,29,"intergenic","AT1G05860","protein_coding","1771286","1775643","AT1G05860",1768986,1771286,"AT1G05880",1775643,1778553,17.5634149049412,10.1728106204143,13.3462145830212,13.6941467027922
"1262","1",1784436,1784543,"+",35,269,1784494,59,"three_prime_UTR","AT1G05890","protein_coding","1784167","1784675",NA,NA,NA,NA,NA,NA,21.9542686311764,25.2624797073621,36.594459340542,27.9370692263602
"1264","1",1784730,1784733,"+",4,83,1784732,65,"intergenic","AT1G05890","protein_coding","1784675","1784736","AT1G05890",1779303,1784675,"AT1G05894",1784736,1786326,7.52717781640335,6.95142059061643,12.915691531956,9.13142997965859
"1267","1",1789652,1789743,"+",18,87,1789672,28,"three_prime_UTR","AT1G05900","protein_coding","1789503","1789737",NA,NA,NA,NA,NA,NA,8.78170745247058,7.12096743429,13.3462145830212,9.74962982326059
"1274","1",1796582,1796612,"+",9,60,1796612,20,"three_prime_UTR","AT1G05910","protein_coding","1796504","1796715",NA,NA,NA,NA,NA,NA,5.0181185442689,6.95142059061643,4.7357535617172,5.56843089886751
"1275","1",1796640,1796679,"+",16,124,1796662,65,"three_prime_UTR","AT1G05910","protein_coding","1796504","1796715",NA,NA,NA,NA,NA,NA,18.1906797229748,12.2073727444971,9.9020301744996,13.4333608806572
"1289","1",1823913,1823964,"+",21,159,1823932,43,"three_prime_UTR","AT1G06010","protein_coding","1823671","1824236",NA,NA,NA,NA,NA,NA,13.1725611787059,18.4806059604193,12.4851684808908,14.7127785400053
"1294","1",1834803,1834889,"+",26,173,1834862,34,"intergenic","AT1G06060","protein_coding","1834861","1843463","AT1G06060",1832943,1834861,"AT1G06080",1843463,1846311,20.6997389951092,17.4633248983779,15.9293528894124,18.0308055942998
"1339","1",1891158,1891176,"+",6,64,1891159,44,"three_prime_UTR","AT1G06180","protein_coding","1891090","1891276",NA,NA,NA,NA,NA,NA,6.27264818033613,6.27323321592214,7.3188918681084,6.62159108812222
"1346","1",1899087,1899278,"+",40,204,1899207,34,"three_prime_UTR","AT1G06210","protein_coding","1898987","1899237",NA,NA,NA,NA,NA,NA,13.1725611787059,22.8888238959321,20.6651064511296,18.9088305085892
"1349","1",1904714,1904895,"+",56,286,1904730,34,"three_prime_UTR","AT1G06220","protein_coding","1904584","1904897",NA,NA,NA,NA,NA,NA,33.2450353557815,28.9925102681807,26.6924291660424,29.6433249300015
"1358","1",1910731,1910747,"+",7,28,1910733,12,"three_prime_UTR","AT1G06230","protein_coding","1910431","1910899",NA,NA,NA,NA,NA,NA,5.0181185442689,2.88229634245071,1.2915691531956,3.06399467997174
"1359","1",1910773,1910905,"+",51,439,1910796,80,"three_prime_UTR","AT1G06230","protein_coding","1910431","1910899",NA,NA,NA,NA,NA,NA,38.2631539000504,50.5249594147243,34.441844085216,41.0766524666636
"1361","1",1913001,1913302,"+",44,148,1913175,18,"three_prime_UTR","AT1G06240","protein_coding","1912876","1913295",NA,NA,NA,NA,NA,NA,15.0543556328067,16.7851375236836,10.76307627663,14.2008564777068
"1362","1",1914968,1915027,"+",10,29,1915003,8,"intergenic","AT1G06240","protein_coding","1913295","1916430","AT1G06240",1911095,1913295,"AT1G06260",1916430,1917585,1.25452963606723,2.03456212408286,6.457845765978,3.24897917537603
"1367","1",1926116,1926145,"+",7,31,1926123,11,"three_prime_UTR","AT1G06290","protein_coding","1926003","1926278",NA,NA,NA,NA,NA,NA,2.50905927213445,2.20410896775643,6.0273227149128,3.58016365160123
"1381","1",1945984,1946090,"+",27,218,1946077,114,"three_prime_UTR","AT1G06380","protein_coding","1945889","1946303",NA,NA,NA,NA,NA,NA,16.9361500869075,22.7192770522586,24.5398139107164,21.3984136832942
"1387","1",1950707,1950760,"+",25,398,1950713,123,"three_prime_UTR","AT1G06390","protein_coding","1950418","1950850",NA,NA,NA,NA,NA,NA,41.3994779902184,40.1826019506364,40.899689851194,40.8272565973496
"1398","1",1958397,1958457,"+",9,104,1958402,86,"three_prime_UTR","AT1G06410","protein_coding","1958283","1958823",NA,NA,NA,NA,NA,NA,4.39085372623529,15.428762774295,2.5831383063912,7.4675849356405
"1402","1",1958648,1958761,"+",61,857,1958715,265,"three_prime_UTR","AT1G06410","protein_coding","1958283","1958823",NA,NA,NA,NA,NA,NA,61.471952167294,90.5380145216872,96.86768648967,82.9592177262171
"1423","1",1973721,1973796,"+",13,108,1973757,71,"three_prime_UTR","AT1G06470","protein_coding","1973541","1974526",NA,NA,NA,NA,NA,NA,6.27264818033613,12.8855601191914,9.4715071234344,9.54323847432065
"1440","1",1990667,1990740,"+",18,101,1990726,33,"three_prime_UTR","AT1G06500","protein_coding","1990587","1990730",NA,NA,NA,NA,NA,NA,8.78170745247058,11.0205448387821,9.4715071234344,9.75791980489571
"1445","1",1993696,1993844,"+",36,184,1993786,43,"three_prime_UTR","AT1G06510","protein_coding","1993584","1993841",NA,NA,NA,NA,NA,NA,18.8179445410084,21.0238086155229,12.915691531956,17.5858148961624
"1454","1",2002686,2002739,"+",21,175,2002694,73,"three_prime_UTR","AT1G06530","protein_coding","2002597","2002802",NA,NA,NA,NA,NA,NA,12.5452963606723,22.2106365212379,10.3325532255648,15.0294953691583
"1458","1",2011979,2012010,"+",11,80,2011980,58,"three_prime_UTR","AT1G06560","protein_coding","2011825","2012006",NA,NA,NA,NA,NA,NA,8.78170745247058,7.79915480898429,8.610461021304,8.39710776091962
"1471","1",2027164,2027231,"+",16,36,2027229,12,"three_prime_UTR","AT1G06620","protein_coding","2027095","2027413",NA,NA,NA,NA,NA,NA,3.13632409016806,3.89957740449214,3.4441844085216,3.49336196772727
"1476","1",2029555,2029610,"+",12,45,2029592,14,"three_prime_UTR","AT1G06630","protein_coding","2029443","2029651",NA,NA,NA,NA,NA,NA,3.76358890820168,4.91685846653357,4.305230510652,4.32855929512908
"1479","1",2033884,2033965,"+",20,95,2033949,28,"three_prime_UTR","AT1G06640","protein_coding","2033776","2034112",NA,NA,NA,NA,NA,NA,10.0362370885378,8.81643587102572,11.6241223787604,10.1589317794413
"1481","1",2035640,2035816,"+",33,210,2035756,113,"three_prime_UTR","AT1G06645","protein_coding","2035500","2035824",NA,NA,NA,NA,NA,NA,25.0905927213445,19.6674338661343,23.2482447575208,22.6687571149999
"1483","1",2037257,2037469,"+",44,263,2037316,39,"three_prime_UTR","AT1G06650","protein_coding","2037048","2037363",NA,NA,NA,NA,NA,NA,25.0905927213445,29.1620571118543,21.9566756043252,25.4031084791747
"1496","1",2047472,2047575,"+",30,135,2047513,27,"three_prime_UTR","AT1G06670","protein_coding","2047334","2047655",NA,NA,NA,NA,NA,NA,15.0543556328067,14.5810285559271,10.76307627663,13.4661534884546
"1497","1",2047602,2047620,"+",8,53,2047613,23,"three_prime_UTR","AT1G06670","protein_coding","2047334","2047655",NA,NA,NA,NA,NA,NA,6.89991299836974,4.06912424816572,7.7494149191736,6.23948405523635
"1504","1",2049142,2049236,"+",21,44,2049145,11,"CDS","AT1G06680","protein_coding","2048926","2049186",NA,NA,NA,NA,NA,NA,4.39085372623529,3.22139002979786,7.7494149191736,5.12055289173558
"1505","1",2049263,2049429,"+",113,31908,2049273,11068,"three_prime_UTR","AT1G06680","protein_coding","2049187","2049439",NA,NA,NA,NA,NA,NA,3436.15667318813,2984.70263602955,3799.79644870146,3406.88525263971
"1514","1",2070327,2070336,"+",3,44,2070327,40,"three_prime_UTR","AT1G06730","protein_coding","2070050","2070455",NA,NA,NA,NA,NA,NA,1.88179445410084,5.08640531020714,4.7357535617172,3.90131777534173
"1515","1",2070369,2070456,"+",17,102,2070447,34,"three_prime_UTR","AT1G06730","protein_coding","2070050","2070455",NA,NA,NA,NA,NA,NA,6.89991299836974,12.7160132755179,6.8883688170432,8.83476503031027
"1524","1",2086956,2087034,"+",13,30,2086968,9,"three_prime_UTR","AT1G06780","protein_coding","2086854","2087131",NA,NA,NA,NA,NA,NA,3.13632409016806,2.71274949877714,3.8747074595868,3.24126034951067
"1528","1",2089400,2089501,"+",14,74,2089448,22,"three_prime_UTR","AT1G06790","protein_coding","2089040","2089786",NA,NA,NA,NA,NA,NA,7.52717781640335,6.61232690326929,9.9020301744996,8.01384496472408
"1540","1",2097601,2097672,"+",16,93,2097646,31,"three_prime_UTR","AT1G06830","protein_coding","2097489","2097655",NA,NA,NA,NA,NA,NA,10.6635019065714,8.47734218367857,11.1935993276952,10.1114811393151
"1547","1",2106727,2106770,"+",10,73,2106750,43,"intergenic","AT1G06850","protein_coding","2106749","2108512","AT1G06850",2105048,2106749,"AT1G06870",2108512,2110986,8.15444263443696,8.47734218367857,4.305230510652,6.97900510958918
"1553","1",2110907,2110951,"+",21,123,2110934,46,"three_prime_UTR","AT1G06870","protein_coding","2110643","2110986",NA,NA,NA,NA,NA,NA,8.15444263443696,13.055106962865,14.2072606851516,11.8056034274845
"1559","1",2123673,2123764,"+",16,61,2123749,16,"three_prime_UTR","AT1G06910","protein_coding","2123506","2123801",NA,NA,NA,NA,NA,NA,3.13632409016806,4.40821793551286,12.915691531956,6.82007785254564
"1564","1",2137611,2137797,"+",42,316,2137703,57,"three_prime_UTR","AT1G06960","protein_coding","2137219","2137838",NA,NA,NA,NA,NA,NA,22.5815334492101,37.3003056081857,25.831383063912,28.5710740404359
"1578","1",2155204,2155272,"+",34,724,2155237,198,"three_prime_UTR","AT1G07010","protein_coding","2154969","2155269",NA,NA,NA,NA,NA,NA,76.5263078001007,69.6837527498379,82.2299027534532,76.1466544344639
"1583","1",2169742,2169867,"+",36,908,2169835,362,"three_prime_UTR","AT1G07070","protein_coding","2169704","2169957",NA,NA,NA,NA,NA,NA,94.7169875230755,84.7734218367857,110.644424123756,96.7116111612059
"1587","1",2171901,2171999,"+",26,108,2171992,37,"three_prime_UTR","AT1G07080","protein_coding","2171862","2172194",NA,NA,NA,NA,NA,NA,8.15444263443696,11.6987322134764,11.1935993276952,10.3489247252029
"1588","1",2172025,2172132,"+",39,786,2172029,297,"three_prime_UTR","AT1G07080","protein_coding","2171862","2172194",NA,NA,NA,NA,NA,NA,89.071604160773,83.2475002437236,65.8700268129756,79.3963770724907
"1603","1",2201113,2201226,"+",38,356,2201137,92,"three_prime_UTR","AT1G07170","protein_coding","2201019","2201272",NA,NA,NA,NA,NA,NA,30.1087112656134,39.165320888595,33.1502749320204,34.1414356954096
"1610","1",2206844,2206983,"+",44,1347,2206904,704,"three_prime_UTR","AT1G07180","protein_coding","2206774","2207099",NA,NA,NA,NA,NA,NA,168.106971233008,133.263819127427,126.143253962104,142.504681440846
"1616","1",2216849,2216995,"+",36,166,2216974,50,"three_prime_UTR","AT1G07210","protein_coding","2216669","2216982",NA,NA,NA,NA,NA,NA,23.2087982672437,16.7851375236836,12.915691531956,17.6365424409611
"1625","1",2227494,2227521,"+",10,78,2227498,41,"three_prime_UTR","AT1G07250","protein_coding","2227403","2227608",NA,NA,NA,NA,NA,NA,8.78170745247058,8.13824849633143,6.8883688170432,7.93610825528174
"1626","1",2227553,2227646,"+",36,273,2227566,111,"three_prime_UTR","AT1G07250","protein_coding","2227403","2227608",NA,NA,NA,NA,NA,NA,25.7178575393781,29.5011507992014,24.9703369617816,26.7297817667871
"1634","1",2241061,2241148,"+",37,882,2241128,377,"three_prime_UTR","AT1G07280","protein_coding","2240992","2241471",NA,NA,NA,NA,NA,NA,109.771343155882,86.638437117195,84.3825180087792,93.5974327606188
"1635","1",2241183,2241220,"+",10,53,2241218,23,"three_prime_UTR","AT1G07280","protein_coding","2240992","2241471",NA,NA,NA,NA,NA,NA,3.76358890820168,5.25595215388072,6.8883688170432,5.3026366263752
"1643","1",2250068,2250290,"+",46,150,2250121,24,"three_prime_UTR","AT1G07320","protein_coding","2250027","2250191",NA,NA,NA,NA,NA,NA,15.6816204508403,16.7851375236836,11.1935993276952,14.553452434073
"1644","1",2250323,2250539,"+",126,3690,2250411,656,"three_prime_UTR","AT1G07320","protein_coding","2250190","2250529",NA,NA,NA,NA,NA,NA,393.295040907075,393.687771010033,319.017580839313,368.666797585474
"1653","1",2264455,2264562,"+",32,265,2264536,110,"three_prime_UTR","AT1G07370","protein_coding","2264383","2264553",NA,NA,NA,NA,NA,NA,21.9542686311764,29.8402444865486,23.2482447575208,25.0142526250819
"1683","1",2280255,2280301,"+",20,97,2280287,46,"three_prime_UTR","AT1G07420","protein_coding","2280034","2280502",NA,NA,NA,NA,NA,NA,9.40897227050419,9.32507640204643,11.6241223787604,10.119390350437
"1692","1",2294516,2294607,"+",31,201,2294549,57,"three_prime_UTR","AT1G07470","protein_coding","2294351","2294558",NA,NA,NA,NA,NA,NA,16.9361500869075,21.36290230287,20.6651064511296,19.6547196136357
"1711","1",2341885,2341896,"+",6,350,2341887,283,"three_prime_UTR","AT1G07610","protein_coding","2341866","2342148",NA,NA,NA,NA,NA,NA,40.7722131721848,40.35214879431,20.2345834000644,33.7863151221864
"1713","1",2341966,2342017,"+",18,76,2342003,15,"three_prime_UTR","AT1G07610","protein_coding","2341866","2342148",NA,NA,NA,NA,NA,NA,8.15444263443696,8.13824849633143,6.457845765978,7.58351229891546
"1714","1",2342054,2342146,"+",42,703,2342076,290,"three_prime_UTR","AT1G07610","protein_coding","2341866","2342148",NA,NA,NA,NA,NA,NA,60.2174225312268,69.0055653751436,86.10461021304,71.7758660398035
"1716","1",2351563,2351574,"+",10,162,2351564,132,"three_prime_UTR","AT1G07630","protein_coding","2351438","2351799",NA,NA,NA,NA,NA,NA,13.1725611787059,15.428762774295,21.52615255326,16.7091588354203
"1718","1",2351662,2351767,"+",20,64,2351693,29,"three_prime_UTR","AT1G07630","protein_coding","2351438","2351799",NA,NA,NA,NA,NA,NA,5.64538336230251,6.10368637224857,8.1799379702388,6.6430025682633
"1727","1",2369589,2369744,"+",35,694,2369735,531,"three_prime_UTR","AT1G07660","protein_coding","2369524","2369735",NA,NA,NA,NA,NA,NA,86.5625448886385,64.2582537522836,76.2025800385404,75.6744595598208
"1734","1",2381255,2381403,"+",86,885,2381268,98,"three_prime_UTR","AT1G07700","protein_coding","2381128","2381390",NA,NA,NA,NA,NA,NA,87.8170745247058,89.3511866159722,93.8540251322136,90.3407620909638
"1738","1",2385966,2386118,"+",42,261,2386072,89,"three_prime_UTR","AT1G07705","protein_coding","2385857","2386157",NA,NA,NA,NA,NA,NA,29.4814464475798,26.11021392573,25.831383063912,27.1410144790739
"1746","1",2397256,2397400,"+",19,56,2397359,6,"exon","AT1G07728","lncRNA","2396529","2397399",NA,NA,NA,NA,NA,NA,8.78170745247058,5.76459268490143,3.4441844085216,5.99682818196454
"1750","1",2407870,2408071,"+",57,704,2407937,288,"intergenic","AT1G07747","protein_coding","2403845","2412938","AT1G07747",2403558,2403845,"AT1G07790",2412938,2413790,79.6626318902688,71.7183148739207,66.3005498640408,72.5604988760768
"1752","1",2410125,2410159,"+",18,155,2410142,39,"intergenic","AT1G07747","protein_coding","2403845","2412938","AT1G07747",2403558,2403845,"AT1G07790",2412938,2413790,16.9361500869075,14.9201222432743,17.220922042608,16.3590647909299
"1760","1",2413563,2413816,"+",84,1156,2413667,159,"three_prime_UTR","AT1G07790","protein_coding","2413496","2413790",NA,NA,NA,NA,NA,NA,117.298520972286,119.700071633541,113.227562430148,116.742051678658
"1764","1",2420684,2420792,"+",26,113,2420752,49,"three_prime_UTR","AT1G07810","protein_coding","2420573","2420829",NA,NA,NA,NA,NA,NA,14.4270908147731,11.1900916824557,10.3325532255648,11.9832452409312
"1766","1",2423597,2423733,"+",42,164,2423627,23,"three_prime_UTR","AT1G07830","protein_coding","2423393","2423803",NA,NA,NA,NA,NA,NA,15.0543556328067,18.98924649144,12.0546454298256,15.3660825180241
"1770","1",2426533,2426642,"+",31,164,2426576,33,"three_prime_UTR","AT1G07840","protein_coding","2426426","2426728",NA,NA,NA,NA,NA,NA,15.6816204508403,18.3110591167457,13.3462145830212,15.7796313835357
"1783","1",2439523,2439714,"+",59,5615,2439653,4040,"three_prime_UTR","AT1G07890","protein_coding","2439436","2439665",NA,NA,NA,NA,NA,NA,789.099141086285,560.013224653807,453.771295822721,600.961220520937
"1788","1",2443753,2443802,"+",10,37,2443753,20,"intergenic","AT1G07900","protein_coding","2443746","2443918","AT1G07900",2442570,2443746,"AT1G07902",2443918,2445140,3.13632409016806,4.40821793551286,2.5831383063912,3.37589344402404
"1791","1",2444357,2444467,"+",22,80,2444445,18,"intron","AT1G07902","protein_coding","2444011","2444642",NA,NA,NA,NA,NA,NA,15.0543556328067,6.78187374694286,6.8883688170432,9.57486606559759
"1798","1",2454500,2454613,"+",30,76,2454561,11,"three_prime_UTR","AT1G07910","protein_coding","2454387","2454645",NA,NA,NA,NA,NA,NA,8.15444263443696,8.81643587102572,4.7357535617172,7.23554402239329
"1803","1",2457105,2457359,"+",114,12951,2457259,4495,"three_prime_UTR","AT1G07920","protein_coding","2457002","2457321",NA,NA,NA,NA,NA,NA,1243.23886934262,1521.6829219703,858.462963824009,1207.79491837898
"1810","1",2460508,2460816,"+",106,9780,2460695,4729,"three_prime_UTR","AT1G07930","protein_coding","2460459","2460817",NA,NA,NA,NA,NA,NA,764.00854836494,1212.76857279706,606.606978950867,861.128033370955
"1815","1",2468983,2469212,"+",58,237,2469140,36,"three_prime_UTR","AT1G07960","protein_coding","2468832","2469316",NA,NA,NA,NA,NA,NA,29.4814464475798,22.549730208585,24.5398139107164,25.5236635222937
"1833","1",2482958,2483160,"+",51,294,2483123,54,"three_prime_UTR","AT1G07990","protein_coding","2482899","2483196",NA,NA,NA,NA,NA,NA,26.3451223574117,29.3316039555279,34.0113210341508,29.8960157823635
"1855","1",2517660,2517730,"+",43,100,2517723,10,"intergenic","AT1G08035","protein_coding","2495313","2524023","AT1G08035",2494503,2495313,"AT1G08090",2524023,2526322,9.40897227050419,8.47734218367857,15.068306787282,10.9848737471549
"1864","1",2537823,2537933,"+",36,488,2537931,171,"three_prime_UTR","AT1G08110","protein_coding","2537631","2537931",NA,NA,NA,NA,NA,NA,38.2631539000504,43.5735388241079,73.188918681084,51.6752038017474
